Id,SalePrice
1461,126094.38
1462,157122.77
1463,187428.0
1464,186280.31
1465,177269.17
1466,171805.2
1467,156784.66
1468,172121.97
1469,146627.83
1470,127125.375
1471,154634.89
1472,119487.72
1473,113678.73
1474,147593.9
1475,108282.99
1476,364109.06
1477,242682.14
1478,286824.16
1479,314181.12
1480,493498.9
1481,311636.22
1482,203057.8
1483,188581.53
1484,159776.34
1485,186394.03
1486,210054.25
1487,356363.16
1488,226619.86
1489,210687.66
1490,249013.33
1491,188726.52
1492,77300.33
1493,200852.28
1494,268370.7
1495,225544.2
1496,240065.11
1497,150830.23
1498,175331.4
1499,154094.05
1500,176404.44
1501,172548.92
1502,154259.42
1503,276528.6
1504,237899.14
1505,234937.6
1506,183651.16
1507,257332.22
1508,187028.53
1509,186092.42
1510,141328.66
1511,155288.47
1512,168149.72
1513,178319.44
1514,145740.92
1515,169534.39
1516,167725.03
1517,141361.95
1518,137863.11
1519,219644.86
1520,153583.39
1521,159111.75
1522,162237.16
1523,137514.92
1524,122017.24
1525,141827.98
1526,121819.35
1527,111654.66
1528,112275.04
1529,159726.33
1530,157960.53
1531,125683.11
1532,101753.64
1533,139424.78
1534,98694.95
1535,173306.64
1536,128653.78
1537,64085.6
1538,158842.6
1539,203971.38
1540,67078.75
1541,169138.2
1542,161114.88
1543,217489.25
1544,75150.164
1545,126136.39
1546,141890.03
1547,157485.67
1548,138089.64
1549,125169.734
1550,132381.97
1551,86814.96
1552,141148.48
1553,176734.6
1554,143867.08
1555,174273.16
1556,81579.72
1557,85220.57
1558,101309.4
1559,62410.004
1560,136651.86
1561,135238.31
1562,138596.73
1563,128314.94
1564,184457.42
1565,187692.66
1566,220777.19
1567,78838.97
1568,241140.05
1569,162874.27
1570,149393.72
1571,110936.19
1572,129723.46
1573,244479.05
1574,151772.12
1575,250214.7
1576,247245.67
1577,207505.3
1578,139635.31
1579,134694.44
1580,188474.95
1581,168474.39
1582,127832.39
1583,263426.38
1584,228685.48
1585,136527.16
1586,96024.016
1587,112158.11
1588,207587.0
1589,109888.25
1590,135909.2
1591,113610.266
1592,142033.69
1593,123780.66
1594,139304.06
1595,129744.03
1596,244718.8
1597,174959.39
1598,193954.4
1599,184592.33
1600,177565.5
1601,69030.46
1602,136737.81
1603,66308.17
1604,277765.4
1605,218417.6
1606,178958.11
1607,149220.78
1608,229397.33
1609,177669.08
1610,152037.69
1611,114991.22
1612,152863.77
1613,142989.97
1614,129175.28
1615,93025.96
1616,92808.086
1617,84741.42
1618,131589.89
1619,137358.34
1620,156829.92
1621,175528.44
1622,159194.17
1623,255834.9
1624,193443.64
1625,85322.67
1626,186093.3
1627,180726.56
1628,278471.66
1629,178787.22
1630,326084.94
1631,249817.02
1632,240249.52
1633,185237.25
1634,187692.7
1635,171353.27
1636,177117.34
1637,178823.7
1638,183113.3
1639,176420.55
1640,206544.33
1641,177289.98
1642,275979.34
1643,220615.31
1644,256595.11
1645,202376.5
1646,178064.02
1647,177532.1
1648,143597.5
1649,136225.73
1650,114402.48
1651,132252.06
1652,101902.95
1653,108026.54
1654,154113.84
1655,153010.62
1656,147527.17
1657,145686.9
1658,157080.16
1659,134729.61
1660,143123.27
1661,399952.2
1662,342333.12
1663,326471.22
1664,484491.78
1665,280331.88
1666,352239.8
1667,384511.2
1668,360625.56
1669,302095.7
1670,348512.56
1671,266142.56
1672,400981.9
1673,269409.3
1674,245195.75
1675,194678.16
1676,218119.5
1677,211830.62
1678,499597.34
1679,409630.6
1680,352880.72
1681,243970.66
1682,336035.8
1683,193370.56
1684,181227.98
1685,181680.64
1686,179328.0
1687,188749.12
1688,217822.48
1689,192106.7
1690,190159.94
1691,199279.1
1692,263733.88
1693,180234.58
1694,184348.53
1695,174438.47
1696,240135.52
1697,171727.55
1698,321002.72
1699,342427.25
1700,324203.3
1701,220275.38
1702,221873.77
1703,226709.12
1704,276258.16
1705,275518.62
1706,340550.97
1707,245314.4
1708,213503.6
1709,265796.0
1710,240464.53
1711,274007.97
1712,270901.22
1713,259999.11
1714,225500.95
1715,215050.61
1716,190905.6
1717,180639.9
1718,105310.91
1719,238509.39
1720,216810.53
1721,151351.5
1722,112445.16
1723,154467.4
1724,184727.97
1725,244118.14
1726,219165.47
1727,179949.83
1728,154634.89
1729,180397.39
1730,167227.84
1731,129509.25
1732,127378.52
1733,128291.68
1734,132152.2
1735,133231.16
1736,140108.77
1737,323963.47
1738,263691.66
1739,231311.44
1740,208664.16
1741,203707.23
1742,169696.42
1743,166206.23
1744,365585.6
1745,233799.02
1746,148395.16
1747,210585.39
1748,219212.67
1749,187357.19
1750,136778.45
1751,219974.38
1752,145254.7
1753,142946.34
1754,186532.22
1755,181958.78
1756,134822.5
1757,129296.47
1758,167952.38
1759,178801.14
1760,192831.9
1761,174977.83
1762,216977.22
1763,180152.95
1764,140577.98
1765,169289.1
1766,170960.06
1767,169302.19
1768,132459.31
1769,158823.19
1770,159973.19
1771,110865.66
1772,151189.1
1773,155122.27
1774,131939.48
1775,141961.84
1776,133635.73
1777,91765.086
1778,134232.47
1779,135880.3
1780,142353.48
1781,132876.38
1782,93553.36
1783,158162.67
1784,130721.0
1785,88548.195
1786,133221.58
1787,157158.6
1788,70661.164
1789,88176.055
1790,86970.11
1791,200611.9
1792,160407.1
1793,145939.48
1794,164511.61
1795,139155.61
1796,176973.17
1797,108030.555
1798,144861.55
1799,129132.01
1800,135005.39
1801,133676.73
1802,113410.445
1803,174179.78
1804,151668.25
1805,142096.33
1806,132056.88
1807,114623.61
1808,118791.74
1809,128463.28
1810,136228.75
1811,80698.32
1812,86793.18
1813,151866.52
1814,88721.44
1815,78094.805
1816,88511.19
1817,146821.66
1818,200264.86
1819,174763.31
1820,79014.75
1821,134400.28
1822,136050.28
1823,44802.85
1824,135746.83
1825,134783.64
1826,97469.25
1827,108494.71
1828,127269.65
1829,91003.95
1830,129995.01
1831,135472.5
1832,129607.67
1833,157330.75
1834,173586.3
1835,79217.16
1836,120686.82
1837,89784.734
1838,119381.266
1839,84704.914
1840,179382.02
1841,142641.08
1842,109232.336
1843,91664.53
1844,157595.4
1845,170435.9
1846,142799.36
1847,183305.92
1848,58232.88
1849,124373.15
1850,117402.32
1851,128581.96
1852,119061.95
1853,176133.39
1854,168918.52
1855,172047.39
1856,262117.19
1857,161888.78
1858,135751.42
1859,119662.45
1860,179656.95
1861,119571.91
1862,298438.4
1863,269971.0
1864,269975.38
1865,436510.8
1866,361063.2
1867,208728.88
1868,285423.4
1869,208785.81
1870,233687.47
1871,270864.9
1872,196638.77
1873,250177.39
1874,136781.19
1875,183184.08
1876,197671.02
1877,224382.64
1878,193633.97
1879,150738.3
1880,128881.74
1881,241138.05
1882,250801.27
1883,180329.3
1884,194045.84
1885,204245.58
1886,290822.1
1887,225962.22
1888,225712.5
1889,207107.19
1890,107745.734
1891,136937.33
1892,104769.54
1893,93708.945
1894,115432.3
1895,128812.16
1896,133261.14
1897,133681.14
1898,168582.17
1899,171731.11
1900,195227.75
1901,184854.38
1902,161793.8
1903,227166.9
1904,164075.19
1905,193320.88
1906,149078.19
1907,205805.52
1908,95510.15
1909,127751.04
1910,102314.93
1911,186646.77
1912,316962.7
1913,172546.83
1914,53976.51
1915,441093.62
1916,67786.11
1917,229606.23
1918,146885.42
1919,155271.97
1920,121432.72
1921,390434.72
1922,343061.4
1923,207454.94
1924,233531.86
1925,198413.19
1926,375169.8
1927,133759.53
1928,143938.67
1929,81208.266
1930,139646.25
1931,143244.0
1932,153092.02
1933,216522.69
1934,181986.73
